timestamp,price_date,vix_future,source,symbol,price
202505132330,2025-05-13,VIX,Yahoo,YAHOO:VIX,18.219999313354492
202505132330,2025-05-13,VXF6,CBOE,/VXF6,20.65
202505132330,2025-05-13,VXK5,CBOE,/VXK5,18.4379
202505132330,2025-05-13,VXM5,CBOE,/VXM5,19.2945
202505132330,2025-05-13,VXM5,Yahoo,YAHOO:VXM5,18.43790054321289
202505132330,2025-05-13,VXN5,CBOE,/VXN5,19.7837
202505132330,2025-05-13,VXN5,Yahoo,YAHOO:VXN5,19.29450035095215
202505132330,2025-05-13,VXQ5,CBOE,/VXQ5,20.1009
202505132330,2025-05-13,VXQ5,Yahoo,YAHOO:VXQ5,19.783700942993164
202505132330,2025-05-13,VXU5,CBOE,/VXU5,20.3683
202505132330,2025-05-13,VXV5,CBOE,/VXV5,20.5279
202505132330,2025-05-13,VXX5,CBOE,/VXX5,20.4866
202505132330,2025-05-13,VXZ5,CBOE,/VXZ5,20.3184
