timestamp,price_date,vix_future,source,symbol,price
202503252328,2025-03-25,VIX,Yahoo,YAHOO:VIX,17.149999618530273
202503252328,2025-03-25,VXJ5,Yahoo,YAHOO:VXJ5,18.207199096679688
202503252328,2025-03-25,VXK5,Yahoo,YAHOO:VXK5,18.655399322509766
202503252328,2025-03-25,VXM5,Yahoo,YAHOO:VXM5,18.851299285888672
