timestamp,price_date,vix_future,source,symbol,price
202503132327,2025-03-13,VIX,Yahoo,VX=F,24.65999984741211
202503132327,2025-03-13,VXJ5,Yahoo,/VXJ5,24.41010093688965
202503132327,2025-03-13,VXK5,Yahoo,/VXK5,22.633100509643555
202503132327,2025-03-13,VXM5,Yahoo,/VXM5,21.838899612426758
